nome,model,file,MAE (erro entre a série inteira e a predição de todos os segmentos),RMSE (erro entre a série inteira e a predição de todos os segmentos),complexidade (média dos segmentos),desvio padrão complexidade,tempo,ganho médio de entropia por corte,numero de segmentos
PageHinkley_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,PageHinkley,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,1.4113072622558054,1.8815433592423318,26.4,4.923413450036469,215.69373819697648,-0.3163140223222899,5
PeriodicCut_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,PeriodicCut,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,1.3544233297084132,1.802909790531767,22.0,4.301162633521313,177.13236491696443,-0.7264416585639939,4
RandomCut_1_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,RandomCut_1,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,2.041278618030364,3.1629950433387024,21.5,2.598076211353316,179.3065183989238,-0.6102331181865974,4
RandomCut_2_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,RandomCut_2,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,1.0926285897907169,1.535050716488911,25.0,7.252585745787498,423.4207500499906,-0.2575234076631393,10
RandomCut_3_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,RandomCut_3,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,1.51000724357149,1.974233604532296,21.2,2.1354156504062622,221.56312932807487,-0.3307369130123431,5
TopDownReg_48_50_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,TopDownReg_48_50,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,1.1372043610614126,1.4967517870082505,24.5,7.58836829188814,264.1980000890326,-0.05580238755466001,6
TopDownIndex_25_0_5dias_umidrelmed2m_2018-04-14 _ 2018-04-19.csv,TopDownIndex_25,5dias_umidrelmed2m_2018-04-14 _ 2018-04-19,0.5194892718223671,0.8884386907391997,6.333333333333333,9.322574444070316,3696.7419138199184,-0.2916059193917374,93
Full_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,full,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,5.812933329951492,7.31352458825205,13.0,0.0,48.1372027649777,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,PageHinkley,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,5.338503232128046,6.826605509817768,29.0,0.0,95.91493908606935,0.0,2
PeriodicCut_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,PeriodicCut,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,3.028841054827568,3.948989365905023,22.0,3.0,176.33347600104753,-0.9317849981532221,4
RandomCut_1_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,RandomCut_1,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,4.074993149859829,5.032026599320542,17.333333333333332,1.699673171197595,133.7127841040492,-0.8982071096549478,3
RandomCut_2_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,RandomCut_2,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,5.3501029242722975,6.869158887469072,19.0,5.0,91.41144658601843,0.0,2
RandomCut_3_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,RandomCut_3,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,3.7253918370230963,4.946197148438036,22.3,11.045813686641651,425.22852547699586,0.9371113353309286,10
TopDownReg_48_50_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,TopDownReg_48_50,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,2.7124255736812586,3.5229162855643033,20.0,6.708203932499369,270.6387919150293,-0.21380310716003387,6
TopDownIndex_25_0_5dias_umidrelmed2m_2016-06-08 _ 2016-06-13.csv,TopDownIndex_25,5dias_umidrelmed2m_2016-06-08 _ 2016-06-13,0.5974798011880755,0.9738856666417454,9.870967741935484,11.205054357275426,4021.9693152320106,-0.6222141938708573,93
Full_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,full,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,4.758519620649786,6.289064203467716,25.0,0.0,53.85421884304378,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,PageHinkley,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,4.123962450085117,6.213651736244129,25.0,0.0,51.732873204979114,0.0,1
PeriodicCut_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,PeriodicCut,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,5.028165443071197,6.749180460865333,13.0,0.0,53.94443167198915,0.0,1
RandomCut_1_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,RandomCut_1,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,4.631076663564452,6.548682642923177,23.0,0.0,52.9677856269991,0.0,1
RandomCut_2_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,RandomCut_2,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,5.674046519216663,7.577613730977684,8.0,0.0,51.81679981597699,0.0,1
RandomCut_3_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,RandomCut_3,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,5.056068732824236,6.85798004768861,15.0,0.0,53.50759986997582,0.0,1
TopDownReg_48_50_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,TopDownReg_48_50,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,1.6358199567040885,2.166419807221862,30.5,7.158910531638177,192.47822437493596,-0.19941474912769483,4
TopDownIndex_25_0_5dias_umidrelmed2m_2021-06-16 _ 2021-06-22.csv,TopDownIndex_25,5dias_umidrelmed2m_2021-06-16 _ 2021-06-22,0.45993545480165415,0.6944049693686212,4.348623853211009,7.6053773187966085,4838.141369067016,-0.04043375430343114,109
Full_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,full,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,7.3154234777582765,9.10341550146039,15.0,0.0,56.43706334894523,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,PageHinkley,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,3.058899072337531,4.330450793959797,24.5,9.604686356149273,392.0441959289601,-0.22668619874488322,8
PeriodicCut_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,PeriodicCut,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,4.054216874719785,5.051869453158997,23.2,5.878775382679628,252.37140157504473,-0.2608370907920129,5
RandomCut_1_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,RandomCut_1,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,4.584686333754217,6.047417225197782,16.0,4.636809247747852,201.33118998503778,-0.29326827019045076,4
RandomCut_2_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,RandomCut_2,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,5.155036993268301,6.304174275162127,19.0,4.743416490252569,204.16018367290962,-0.054692928166411914,4
RandomCut_3_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,RandomCut_3,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,5.637371259162542,7.00040043079239,24.5,6.5,106.7608744839672,0.0,2
TopDownReg_48_50_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,TopDownReg_48_50,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,2.729256125136132,3.989272215517259,24.833333333333332,6.542595475463507,303.1378795990022,-0.19879808111968017,6
TopDownIndex_25_0_5dias_umidrelmed2m_2020-02-14 _ 2020-02-19.csv,TopDownIndex_25,5dias_umidrelmed2m_2020-02-14 _ 2020-02-19,0.7205188960251746,1.1237486297712707,4.691666666666666,8.594373967246765,5624.385316184955,-0.5169332030614272,120
Full_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,full,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,7.97958299454591,9.879566748560162,9.0,0.0,59.84124154795427,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,PageHinkley,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,3.6379837522914884,4.826230008308073,19.5,4.8218253804964775,211.94073618901893,-0.18958388532015094,4
PeriodicCut_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,PeriodicCut,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,4.618230525803868,6.221816778150234,22.5,3.5,111.68012035102583,0.0,2
RandomCut_1_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,RandomCut_1,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,3.5516589438961383,4.8224364529705825,29.666666666666668,1.699673171197595,159.2565853439737,-0.19228029651112144,3
RandomCut_2_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,RandomCut_2,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,3.5151992690210063,4.596390462949269,26.0,0.816496580927726,160.95345734001603,-0.1685089589913118,3
RandomCut_3_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,RandomCut_3,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,3.0978957904348734,4.365731219959801,28.0,1.4142135623730951,158.42712977691554,-0.09225259809893571,3
TopDownReg_48_50_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,TopDownReg_48_50,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,2.097756582982511,2.8279443319726236,25.666666666666668,6.968181653455625,314.06700697902124,-0.18555365468144527,6
TopDownIndex_25_0_5dias_umidrelmed2m_2019-12-31 _ 2020-01-05.csv,TopDownIndex_25,5dias_umidrelmed2m_2019-12-31 _ 2020-01-05,0.6186910503435455,1.1074558802932268,9.709302325581396,11.781801377518505,4266.863096026005,-0.45141652833726864,86
Full_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,full,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,4.594472436668448,5.652566241637452,27.0,0.0,59.92083851899952,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,PageHinkley,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20,4.0427867291422,5.209891842297211,21.5,0.5,112.83166044193786,0.0,2
PeriodicCut_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,PeriodicCut,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20,3.7103372109075234,4.67245257178036,18.5,3.5,112.27175557205919,0.0,2
RandomCut_1_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,RandomCut_1,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20,2.541879956789363,3.2981241384829043,24.333333333333332,8.459051693633013,324.67100582201965,0.71555107428838,6
RandomCut_2_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,RandomCut_2,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20,2.98712417700185,4.068169157211636,22.333333333333332,6.548960901462833,166.18177810008638,0.31759534381829324,3
RandomCut_3_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,RandomCut_3,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20,2.500516468499325,3.1926669231335247,26.333333333333332,2.6246692913372702,166.5697494589258,0.1659108255326318,3
TopDownReg_48_50_0_5dias_umidrelmed2m_2021-10-15 _ 2021-10-20.csv,TopDownReg_48_50,5dias_umidrelmed2m_2021-10-15 _ 2021-10-20,1.7148863065707798,2.15138957431565,23.8,4.166533331199932,273.29193427599967,-0.14185227239022088,5
Full_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,full,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,10.458238663700197,12.61604253248444,18.0,0.0,62.46955672604963,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,PageHinkley,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,2.3476315535700967,3.070887802552064,25.666666666666668,3.901566636906542,326.9415191159351,-0.3522110308464219,6
PeriodicCut_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,PeriodicCut,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,1.7295295975605067,2.259459030647249,26.0,1.4142135623730951,334.6088171720039,-0.633012794076824,6
RandomCut_1_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,RandomCut_1,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,1.136780332730003,1.5808527473594856,23.0,7.810249675906654,544.9733497709967,-0.5020394071694732,10
RandomCut_2_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,RandomCut_2,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,1.349250347525192,1.8043775665740127,26.666666666666668,8.406346808612328,494.42897978401743,-0.3726215343538549,9
RandomCut_3_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,RandomCut_3,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,1.3948154850160115,1.8837222499413773,24.142857142857142,3.4404555939406554,393.4665566079784,-0.40369730706299994,7
TopDownReg_48_50_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,TopDownReg_48_50,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,1.3258856221156052,1.8688313902802356,21.714285714285715,7.868822487954521,393.3910673040664,-0.1181331680162821,7
TopDownIndex_25_0_5dias_umidrelmed2m_2020-03-20 _ 2020-03-25.csv,TopDownIndex_25,5dias_umidrelmed2m_2020-03-20 _ 2020-03-25,0.5600734988444345,0.9565672816120376,4.80327868852459,6.700427371080115,6440.587258459069,-0.4010368044228314,122
Full_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,full,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,7.812619382249138,9.292951852745272,16.0,0.0,64.11105206597131,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,PageHinkley,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,5.8111429439083855,7.334380396726609,14.0,0.0,120.9344134950079,0.0,2
PeriodicCut_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,PeriodicCut,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,5.913226993995927,7.289852059258708,27.5,0.5,122.08396178099792,0.0,2
RandomCut_1_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,RandomCut_1,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,6.074747365177014,7.654792366594348,20.0,1.0,123.28396039293148,0.0,2
RandomCut_2_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,RandomCut_2,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,6.690079688784991,8.526553569642383,24.0,2.0,123.6507304579718,0.0,2
RandomCut_3_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,RandomCut_3,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,4.68372945306889,6.272485528251392,24.0,10.0,120.90610359294806,0.0,2
TopDownReg_48_50_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,TopDownReg_48_50,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,2.622017121814396,3.6047918678381,24.6,6.406246951218788,290.9466170669766,-0.2847980075879048,5
TopDownIndex_25_0_5dias_umidrelmed2m_2020-12-11 _ 2020-12-16.csv,TopDownIndex_25,5dias_umidrelmed2m_2020-12-11 _ 2020-12-16,0.7879175401945558,1.2848354978132819,5.2254901960784315,8.950744149965365,5563.190382109955,-0.4572656646912787,102
Full_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,full,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,9.155717410330958,11.089105873209618,14.0,0.0,65.93632094701752,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,PageHinkley,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,8.537200942925525,11.74634024195418,24.5,1.5,125.4377609079238,0.0,2
PeriodicCut_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,PeriodicCut,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,5.587938736381416,7.807914317544459,19.0,0.0,126.26260791602544,0.0,2
RandomCut_1_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,RandomCut_1,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,4.375386523993272,6.036742689369407,20.666666666666668,3.6817870057290873,179.50309847097378,-0.11963493056060681,3
RandomCut_2_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,RandomCut_2,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,4.0972734246460805,5.4400022939559385,23.0,8.286535263104035,184.61263710202184,0.07066448984681428,3
RandomCut_3_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,RandomCut_3,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,4.87932376898964,6.6571642103930175,23.0,4.320493798938574,183.1098504649708,-0.047070696224631225,3
TopDownReg_48_50_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,TopDownReg_48_50,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,2.066475645771805,2.8138093651366924,24.666666666666668,4.6785562825394,361.78097508102655,-0.3116352643569672,6
TopDownIndex_25_0_5dias_umidrelmed2m_2020-03-15 _ 2020-03-20.csv,TopDownIndex_25,5dias_umidrelmed2m_2020-03-15 _ 2020-03-20,0.6842252311389035,1.1973353822749115,6.855421686746988,9.64693912392602,4709.164937100955,-0.507146437562165,83
Full_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,full,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,5.5317992573406,6.886532078719923,16.0,0.0,69.14332942699548,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,PageHinkley,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,2.8179449779753374,3.6092262548745375,24.6,6.086049621881176,312.25442284799647,-0.4917045083616125,5
PeriodicCut_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,PeriodicCut,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,3.0433796741479875,3.877859881317614,29.333333333333332,4.784233364802441,187.18714449601248,-1.0014277889857077,3
RandomCut_1_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,RandomCut_1,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,2.9846744222586463,4.01714434952322,20.428571428571427,6.904597699196899,428.2291568820365,0.13779907735985475,7
RandomCut_2_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,RandomCut_2,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,3.018519522391565,4.2438614315494565,15.25,7.46240577829965,250.85395025403704,-0.2304435174100782,4
RandomCut_3_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,RandomCut_3,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,3.692545764057205,4.552742806985953,27.5,1.5,129.7086846359307,0.0,2
TopDownReg_48_50_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,TopDownReg_48_50,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,1.725377217516463,2.421695782270302,29.857142857142858,5.816935163286381,432.1462580759544,-0.08342179470361492,7
TopDownIndex_25_0_5dias_umidrelmed2m_2017-07-26 _ 2017-07-31.csv,TopDownIndex_25,5dias_umidrelmed2m_2017-07-26 _ 2017-07-31,1.2594130566012005,1.8336692113123612,1.9259259259259258,3.6303854088423244,6260.586156356963,-0.3396184575823676,108
Full_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,full,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,5.478925508684203,7.063023530929212,20.0,0.0,72.27839791006409,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,PageHinkley,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,2.880618651803324,3.6238683980324753,25.0,7.483314773547883,260.74883881700225,-0.007173269877143618,4
PeriodicCut_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,PeriodicCut,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,4.13735721539448,5.957175141457371,23.666666666666668,1.247219128924647,197.44029520801269,-0.01931885492529717,3
RandomCut_1_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,RandomCut_1,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,6.22643799036752,7.58367699640577,23.5,4.5,132.40905139700044,0.0,2
RandomCut_2_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,RandomCut_2,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,5.584978104722127,7.272702360251616,28.0,5.887840577551898,193.50685338000767,0.029886878160191976,3
RandomCut_3_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,RandomCut_3,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,5.5787348571305415,7.4927459120844055,24.0,7.0,134.35624423099216,0.0,2
TopDownReg_48_50_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,TopDownReg_48_50,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,1.9527761992903432,2.7097437064111443,28.428571428571427,6.433331570970116,446.8921429660404,-0.1273450555035379,7
TopDownIndex_25_0_5dias_umidrelmed2m_2018-09-22 _ 2018-09-27.csv,TopDownIndex_25,5dias_umidrelmed2m_2018-09-22 _ 2018-09-27,1.0954255840772944,1.6550926627683635,3.8869565217391306,7.225275944652254,6938.627495918074,-0.3846077573917168,115
Full_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,full,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,8.895129805517842,11.083328532180708,27.0,0.0,73.35788000794128,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,PageHinkley,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,2.6055153385686927,3.8532483169686,27.5,4.232808366400098,397.7765355450101,-0.11345445925085924,6
PeriodicCut_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,PeriodicCut,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,2.1597921551200105,3.038563391923658,26.666666666666668,5.08811250749125,399.806068644044,-0.3238303786725133,6
RandomCut_1_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,RandomCut_1,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,3.2245829107244246,4.9370977828939075,20.7,8.222530024268686,654.2300131929806,0.12100612922177831,10
RandomCut_2_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,RandomCut_2,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,3.9065959501883247,5.985869539517085,25.8,7.730459236035076,328.79087666305713,-0.19938639753365428,5
RandomCut_3_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,RandomCut_3,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,4.590606430464622,6.579064648428236,22.25,7.8859051477937525,268.08954567404,-0.0849147293347882,4
TopDownReg_48_50_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,TopDownReg_48_50,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,2.3691939287627544,3.098212147059843,23.8,2.7856776554368237,336.99261268391274,-0.05856239375393471,5
TopDownIndex_25_0_5dias_umidrelmed2m_2016-09-27 _ 2016-10-02.csv,TopDownIndex_25,5dias_umidrelmed2m_2016-09-27 _ 2016-10-02,0.7848799683994663,1.2652347842539653,3.744186046511628,8.261500389067653,8099.276569114998,-0.3840556985174817,129
Full_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,full,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,7.906260974766403,10.002865185909153,13.0,0.0,77.70098002196755,0.0,1
PageHinkley_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,PageHinkley,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,4.0985477248920406,5.446978970705538,25.333333333333332,5.527707983925667,409.27001036005095,0.08511571511817753,6
PeriodicCut_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,PeriodicCut,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,4.095261326224439,5.331291194839565,20.666666666666668,3.299831645537222,208.91190115804784,0.24442943684988627,3
RandomCut_1_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,RandomCut_1,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,4.48318232791811,5.727206467636608,21.0,5.244044240850758,276.625363600906,-0.22481081546527681,4
RandomCut_2_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,RandomCut_2,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,8.600139022952884,10.81121647079259,25.5,3.5,147.9276044080034,0.0,2
RandomCut_3_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,RandomCut_3,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,3.3644295664109016,4.3069238340899325,20.5,6.224949798994366,278.89121460390743,-0.19662525623357632,4
TopDownReg_48_50_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,TopDownReg_48_50,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,2.1082988516654746,2.739958199684611,27.0,5.656854249492381,478.13754636701196,-0.16725323161426534,7
TopDownIndex_25_0_5dias_umidrelmed2m_2019-07-29 _ 2019-08-03.csv,TopDownIndex_25,5dias_umidrelmed2m_2019-07-29 _ 2019-08-03,0.7619028564359432,1.4090124218528464,5.033057851239669,9.351655074531827,7918.311658852035,-0.3186279100276165,121
Full_0_5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,full,5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,4.9533456968274345,6.071380561013221,15.0,0.0,76.82438719598576,0.0,1
PeriodicCut_0_5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,PeriodicCut,5dias_umidrelmed2m_2016-06-23 _ 2016-06-28,,,29.5,4.5,286.6826909149531,-0.9440864059886126,4
RandomCut_1_0_5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,RandomCut_1,5dias_umidrelmed2m_2016-06-23 _ 2016-06-28,2.7565814602791474,3.6361277654860134,24.0,2.1213203435596424,289.37268724292517,-0.6691761580022743,4
RandomCut_2_0_5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,RandomCut_2,5dias_umidrelmed2m_2016-06-23 _ 2016-06-28,1.5561217170153017,2.0424098126677253,22.2,4.069397989875161,355.4549151889514,-0.2792507057501309,5
RandomCut_3_0_5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,RandomCut_3,5dias_umidrelmed2m_2016-06-23 _ 2016-06-28,3.2869860169518703,4.1119984474700795,24.666666666666668,4.189935029992178,217.89146337204147,-0.38423359473560703,3
TopDownReg_48_50_0_5dias_umidrelmed2m_2016-06-23 _ 2016-06-28.csv,TopDownReg_48_50,5dias_umidrelmed2m_2016-06-23 _ 2016-06-28,1.3076723084722632,1.8575597127379087,28.714285714285715,7.362342129557215,498.1912044920027,-0.036633922777800865,7
